drugs,drug_avg_1,drug_avg_2,drug_avg_3,drug_avg_4,drug_sd_1,drug_sd_2,drug_sd_3,drug_sd_4,ctrl_avg_1,ctrl_avg_2,ctrl_avg_3,ctrl_avg_4,ctrl_sd_1,ctrl_sd_2,ctrl_sd_3,ctrl_sd_4,drug_to_ctlr_1,drug_to_ctlr_2,drug_to_ctlr_3,drug_to_ctlr_4,d_t_c_SD_1,d_t_c_SD_2,d_t_c_SD_3,d_t_c_SD_4,ttest_pval_1,ttest_pval_2,ttest_pval_3,ttest_pval_4,wilcox_pval_1,wilcox_pval_2,wilcox_pval_3,wilcox_pval_4
SGX-523,591110.4791666666,442879.3854166667,336037.3645833333,336902.46875,36024.30282561502,115091.61063564692,79674.28328065749,79607.23494697164,553917.9375,608152.9375,388833.65625,372840.171875,2322.315446111919,15830.883393899723,22225.95712295086,29048.366415794702,1.067144497675103,0.7282368596906871,0.8642188225786674,0.9036109683560369,0.06518916189745184,0.1901948822307241,0.21077638664806383,0.22482281610653246,0.21503533751199325,0.12708070365799345,0.3733802950052511,0.5326866113422981,0.2,0.2,0.8,0.8
Alisertib,534870.875,380190.03125,346014.6041666667,291719.2604166667,34375.32789752703,47549.02496419773,46594.29633384357,57984.863491418946,572033.734375,632215.390625,395684.5546875,380292.453125,31430.521139780103,29435.48295360404,17642.024962263382,21668.591015732803,0.9350337975860744,0.6013615563426082,0.8744708381148181,0.7670918999825121,0.0790610339684674,0.0802527909262216,0.12404303636715341,0.15861534222432816,0.21280367209848272,0.0033246214008974513,0.1984899534991046,0.10638227725736098,0.4,0.05714285714285714,0.22857142857142856,0.11428571428571428
Onvansertib,511107.6458333333,331140.6979166667,304241.1666666667,242538.55208333334,36480.001608146944,19880.681566416362,42735.61399582244,37353.150579390545,599780.359375,602149.3828125,410897.828125,393529.3515625,26863.267704458318,66312.32515594279,18348.06455769508,24836.241757158747,0.8521580239238445,0.5499311422856324,0.7404302136493963,0.6163162953928065,0.07180570664936227,0.06897675816798433,0.10913426238257906,0.10257894997422885,0.028797914743256398,0.002103766910365384,0.03635463143417058,0.006765196437442261,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
AZD1390,568350.53125,434779.2604166667,330793.3020833333,323570.9166666667,125375.34544573624,129144.35169328786,91656.91872103229,44666.88676194292,622143.765625,570333.9609375,400298.5234375,390197.6875,28308.252380249352,36776.52506572296,26694.305861085657,24325.509829026345,0.9135356852431692,0.7623239894429361,0.8263665307648361,0.8292486783809212,0.20576375771825295,0.2317105782887603,0.23550944343791494,0.12560446631098912,0.5368896788502863,0.20566549364598416,0.3182260401026882,0.1047426970175172,0.6285714285714286,0.4,0.4,0.05714285714285714
Camptothecin,298720.7395833333,216059.40104166666,225915.97395833334,213555.59895833334,22858.317002522857,34469.408094034756,53687.830313567356,28878.11011657215,620090.015625,590011.59375,373524.03125,392926.515625,29361.02003965812,16744.82710238604,17113.21740021757,14583.590434456151,0.4817377026821618,0.3661951787564626,0.6048231306625826,0.5435000959877848,0.04334943814221199,0.059338782468698156,0.1463800346375704,0.07621300855341846,1.7146627748543602e-5,7.391942352164359e-4,0.03358846456868548,0.0030805458063936646,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Tomivosertib,567408.5833333334,459130.2395833333,326316.0520833333,327650.1875,75788.32857662716,111062.25627202407,89076.68125282791,68517.23598969802,617903.453125,581074.84375,378918.9296875,391240.609375,27256.612613596048,17464.2338649849,27136.998818187632,31664.74398213416,0.9182803243188031,0.7901395913481813,0.8611764325219934,0.8374646691799591,0.12916963027030862,0.192602088588358,0.2430368404675075,0.18778691709152678,0.3689694124511448,0.1956188913400921,0.4157193153309996,0.2439805107774826,0.4,0.22857142857142856,0.6285714285714286,0.22857142857142856
FRAX1036,604347.6041666666,456710.1354166667,357352.25,301527.1770833333,30807.20472249636,139565.55712401346,58783.46466226041,41816.6603208808,638729.84375,585237.796875,389164.2578125,383105.953125,31168.14730971432,26077.048695053774,24259.989493247595,34450.377113485905,0.9461709204294035,0.78038386764383,0.9182555767291788,0.7870594926123502,0.06676845898682278,0.24099841715537262,0.16153329127565347,0.13008941040896746,0.21213899560808083,0.24991513775957644,0.45356735259758024,0.05304169405215371,0.4,0.4,0.6285714285714286,0.11428571428571428
Trametinib,368250.0520833333,363792.2604166667,299159.6145833333,291726.0833333333,44833.01273362926,13290.687719635594,28277.58294114774,16032.667109647198,606450.9921875,581521.5234375,376544.0546875,373141.609375,72486.69432846426,49667.68483703672,21050.27377989601,40319.63924377762,0.6072214520666153,0.6255869228471745,0.7944876857280636,0.7818106477644371,0.10359951439465553,0.05811416753707644,0.08724877103489086,0.09477711046783051,0.0032198560164839298,0.0018378876294107033,0.02012453335323339,0.02028329525094169,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Lonafarnib,602023.8541666666,480999.7916666667,382360.0729166667,372667.9479166667,29891.35755416588,44295.96102609057,19783.861685049687,33159.27295173743,591534.0390625,584769.9765625,397312.7890625,374474.2734375,60838.85859950858,49439.02701865882,37437.68918244298,36364.21178071286,1.0177332400360113,0.8225452929272569,0.9623653792239717,0.9951763695159828,0.11623228270539353,0.10282996618788923,0.10345293722355571,0.13107246297539982,0.7774775105661291,0.03538371777503236,0.5275999443725908,0.9482752558190986,0.8571428571428571,0.11428571428571428,0.8571428571428571,1
Niclosamide,582708.6875,411901.5729166667,360861.2708333333,281505.5520833333,19425.53924514951,45773.29105803436,22582.385894688243,8671.822567990892,596499.0625,586340.5625,418251.5703125,384462.703125,27466.80026574886,53874.82779678106,15879.789675545677,21085.022699843834,0.9768811455592187,0.7024954425128428,0.8627852145628836,0.7322051002481967,0.055533153533944175,0.10129505681187695,0.06315238280581395,0.04605735186923062,0.47189358539735493,0.006219442201932673,0.025868340890867564,7.388165661526568e-4,0.6285714285714286,0.05714285714285714,0.05714285714285714,0.05714285714285714
